class_id,title,description
3,Shrinking the Universe,"If the idea of eating unlimited amounts of food without counting calories or grams of anything sounds appealing, listen up. Carefully."
3,Iger is board #39;s Disney guy,"Although he may face strong competition from rivals outside the company, Walt Disney Co. president and chief operating officer Robert Iger was assured by Disney #39;s board of directors Tuesday "
1,US warns of heightened risk of terror attacks in South Korea (AFP),AFP - The United States has warned of heightened risk of terror attacks and violent action on American government facilities and personnel in South Korea following Seoul's dispatch of troops to Iraq.
3,London Oil Price Tops \$50 for First Time," LONDON (Reuters) - Oil prices hit fresh records on Monday,  pushing London Brent crude above \$50 for the first time and  extending a relentless rise that has added around 65 percent to  the cost of crude this year."
2,Nitties maintains one-shot lead at Australian PGA,"Former Australian amateur James Nitties birdied the 18th hole Saturday while Bob Estes bogeyed the last, allowing Nitties to overtake the American and maintain his one-shot lead at the Australian PGA championship."
1,UN to consider Sudan attacks as genocide,The UN Security Council passed a resolution Saturday establishing an international inquiry to determine whether systematic attacks on black African villagers in Sudan constitute genocide.
1,Tokyo Stocks Higher in Early Trading (AP),"AP - Tokyo's benchmark stock index was higher Thursday morning as investors bought stock futures in a technical bounce, but trade was largely directionless after Wall Street's mixed performance. The dollar was slightly higher against the Japanese yen."
3,Another Indignity for 2 Failed Ghosts of Dot-Com Era,"DrKoop.com and the Webvan Group, two of the dot-com eras more spectacular flameouts, are late with their quarterly filings--nearly three years late."
2,"Arsenal, Chelsea, Man. United and Liverpool all win",Champions Arsenal remain at the top of the Premier League with two-point lead after a 1-0 victory at Manchester City after title rivals Chelsea beat Middlesbrough 1-0 on Saturday.
3,judge strikes down bootleg law,"A judge has struck down a law which bans the sale of bootleg recordings of live music in the United States. Judge Harold Baer Jr, sitting in New York, dismissed charges against a Manhattan-based record dealer which had been brought under the law."
2,DC in pole position for Red Bull slot,STEWARTRY-born David Coulthard is favourite to book a seat in the Red Bull Racing team. The 33-year-old who was axed by McLaren-Mercedes at the end of the season has been on the lookout for a team for the 2005 season.
4,Technology Over Ideology,FCC chairman Michael Powell has confounded liberals and free market purists. He's an official that defies simplification. By Lawrence Lessig from Wired magazine.
1,For love of the dance ... a tale of defection,Members of the 'Havana Night Club' severed national ties to Cuba for a new beginning.
4,"NTT DoCoMo, Motorola Strike Phone Deal (AP)","AP - NTT DoCoMo, Japan's top mobile-phone carrier, and Motorola Inc., the world's No. 2 cell-phone maker, plan to develop a more sophisticated mobile phone that subscribers in Japan can also use while traveling to other parts of Asia as well as Europe, the companies said Wednesday."
3,Oil Prices Rise for Second Day in a Row, SINGAPORE (Reuters) - Oil prices rose for the second day in  a row on Thursday with an Arctic blast forecast to hit the  United States next week seen ramping up demand for heating  fuels.
2,"Manning to Face Detroit, Marino's Record (AP)","AP - Peyton Manning won't threaten Dan Marino's record when the Colts play at Detroit on Thanksgiving, but he can take another step toward the milestone the former Miami Dolphins star set in 1984."
1,UK Palace 'Batman' Prompts Urgent Security Review, LONDON (Reuters) - Britain promised an urgent security  review at Buckingham Palace on Tuesday after a campaigner  dressed as Batman evaded armed police in a dramatic five-hour  protest at Queen Elizabeth's London residence.
2,HOUSTON DRAW FAVOURS HENMAN,"Tim Henman #39;s hopes of success at the Tennis Masters Cup in Houston were given a major boost by last night #39;s draw. In the group stage, the Briton has avoided Swiss world number one Roger Federer and Australian "
3,"Mixed End to Light Trading as Oil Surges, Then Retreats","Shares shuffled to a mixed finish yesterday, rebounding from earlier lows as oil prices retreated after surging past \$50 a barrel."
1,Full Extent of Indonesia Disaster Slowly Revealed," BANDA ACEH, Indonesia (Reuters) - A week after being  swamped by a massive tsunami, water is only just beginning to  drain off parts of Aceh's provincial capital, revealing the  full extent of the horrific destruction, and yet more bodies to  count."
4,Microsoft and Sun #39;s difficult dance,"news analysis Microsoft and Sun Microsystems may be going steady, but they aren #39;t quite sure where the relationship is headed."
3,Dollar Rebound Fades as Data Test Looms," LONDON (Reuters) - The dollar paused on Tuesday after a  broad-based rally in the previous session as investors waited  to see if forthcoming data would reinforce the Federal  Reserve's optimism in the U.S. recovery.  Upbeat comments on  the U.S. economy from central bankers Robert McTeer and Ben  Bernanke on Monday bolstered the greenback across the board,  lifting it a two-week high against the euro and a one-week high  against the yen in early trade."
2,India to play full-strength team,"Bangladesh maybe celebrating Victory Day today to mark the liberation of their country from the occupation by Pakistani forces, but their actual battle begins on Friday in Chittagong in the second Test against India."
3,Saudi extra barrels wrong kind of crude,"LONDON - The worlds oil refiners are unimpressed by Saudi Arabias boost to production capacity that would only swell supplies of sour, high sulphur crude while they hanker for sweet oil."
4,Google Print Opens Widely To Publishers,Google's nearly year-old Google Print program is set for a huge expansion of content through the launch of a new program today allowing publishers to more easily submit material for inclusion.
3,UK upbeat despite signs of slowdown,"LONDON Faced with multiplying signs of an economic slowdown, Gordon Brown, the chancellor of the Exchequer, stuck to his guns on Thursday, predicting that Britain #39;s economy will keep growing at some of the fastest rates of any large industrial country."
3,"Russia to Curb Inflation, Manage Industry, PM Says (Update1)","Russia #39;s government will take an active role in managing industry as it seeks to curb inflation and open markets to attract investment, Prime Minister Mikhail Fradkov said."
2,Replacements on US team?,A labor dispute between the United States Soccer Federation (USSF) and players has halted World Cup preparations and could result in the national team using replacement players for the Feb.
4,Mexico's Olive Ridley Sea Turtles Make a Comeback (Reuters),"Reuters - Sea turtles are spawning in record\numbers along Mexico's Pacific coast this year, thanks largely\to stepped up protection against poachers, the nation's\environmental watchdog said on Wednesday."
3,"Firm, founder agree to pay more than \$5 mln","BOSTON (CBS.MW) -- Bridgeway Capital Management and its president, lauded for practices that benefit mutual fund shareholders, have agreed to pay more than \$5 million to settle Securities and Exchange Commission charges that the firm overcharged investors "
2,Soccer: The Iraqi dream ends as Italians win bronze,"THESSALONIKI, Greece Italy extinguished Iraq #39;s dream of an Olympic medal in the men #39;s soccer tournament with a 1-0 victory on Friday in their bronze medal match."
4,Oracle's Earnings Top Expectations by Penny,"Business software maker Oracle Corp.'s quarterly earnings exceeded analyst expectations, despite sluggish sales in a product line that the company hopes to bolster by completing a long-sought takeover of rival PeopleSoft Inc. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-AP&lt;/B&gt;&lt;/FONT&gt;"
1,Phelps Dominates 200 IM for Fourth Gold,"ATHENS, Greece - American Michael Phelps won his fourth gold medal of the Olympics in the 200-meter individual medley Thursday night, leading the entire race. Phelps finished in an Olympic-record time of 1 minute, 57.14 seconds, lowering his own mark of 1:58.52 set in the semifinals one night earlier..."
